"kanji","hiragana","pos","korean_meaning","question_type","difficulty"
"出席","しゅっせき","n/v","출석","japanese_to_meaning","2"
"種類","しゅるい","n","종류","reading","2"
"種類","しゅるい","n","종류","meaning_to_japanese","2"
"種類","しゅるい","n","종류","japanese_to_meaning","2"
"趣味","しゅみ","n","취미","reading","2"
"趣味","しゅみ","n","취미","meaning_to_japanese","2"
"趣味","しゅみ","n","취미","japanese_to_meaning","2"
"準備","じゅんび","n/v","준비","reading","2"
"準備","じゅんび","n/v","준비","meaning_to_japanese","2"
"準備","じゅんび","n/v","준비","japanese_to_meaning","2"
"順番","じゅんばん","n","순번","reading","2"
"順番","じゅんばん","n","순번","meaning_to_japanese","2"
"順番","じゅんばん","n","순번","japanese_to_meaning","2"
"商売","しょうばい","n/v","장사","reading","2"
"商売","しょうばい","n/v","장사","meaning_to_japanese","2"
"商売","しょうばい","n/v","장사","japanese_to_meaning","2"
"小説","しょうせつ","n","소설","reading","2"
"小説","しょうせつ","n","소설","meaning_to_japanese","2"
"小説","しょうせつ","n","소설","japanese_to_meaning","2"
"紹介","しょうかい","n/v","소개","reading","2"
"紹介","しょうかい","n/v","소개","meaning_to_japanese","2"
"紹介","しょうかい","n/v","소개","japanese_to_meaning","2"
"小学校","しょうがっこう","n","초등학교","reading","2"
"小学校","しょうがっこう","n","초등학교","meaning_to_japanese","2"
"小学校","しょうがっこう","n","초등학교","japanese_to_meaning","2"
"将来","しょうらい","n","장래","reading","2"
"将来","しょうらい","n","장래","meaning_to_japanese","2"
"将来","しょうらい","n","장래","japanese_to_meaning","2"
"招待","しょうたい","n/v","초대","reading","2"
"招待","しょうたい","n/v","초대","meaning_to_japanese","2"
"招待","しょうたい","n/v","초대","japanese_to_meaning","2"
"食事","しょくじ","n","식사","reading","2"
"食事","しょくじ","n","식사","meaning_to_japanese","2"
"食事","しょくじ","n","식사","japanese_to_meaning","2"
"食料","しょくりょう","n","식료","reading","2"
"食料","しょくりょう","n","식료","meaning_to_japanese","2"
"食料","しょくりょう","n","식료","japanese_to_meaning","2"
"女性","じょせい","n","여성","reading","2"
"女性","じょせい","n","여성","meaning_to_japanese","2"
"女性","じょせい","n","여성","japanese_to_meaning","2"
"知らせ","しらせ","n","알림","reading","2"
"知らせ","しらせ","n","알림","meaning_to_japanese","2"
"知らせ","しらせ","n","알림","japanese_to_meaning","2"
"調べる","しらべる","v","조사하다","reading","3"
"調べる","しらべる","v","조사하다","meaning_to_japanese","3"
"調べる","しらべる","v","조사하다","japanese_to_meaning","3"
"知る","しる","v","알다","reading","2"
"知る","しる","v","알다","meaning_to_japanese","2"
"知る","しる","v","알다","japanese_to_meaning","2"
"印","しるし","n","표시","reading","1"
"印","しるし","n","표시","meaning_to_japanese","1"
"印","しるし","n","표시","japanese_to_meaning","1"
"白","しろ","n","흰색","reading","1"
"白","しろ","n","흰색","meaning_to_japanese","1"
"白","しろ","n","흰색","japanese_to_meaning","1"
"白い","しろい","i-adj","희다","reading","2"
"白い","しろい","i-adj","희다","meaning_to_japanese","2"
"白い","しろい","i-adj","희다","japanese_to_meaning","2"
"新聞","しんぶん","n","신문","reading","2"
"新聞","しんぶん","n","신문","meaning_to_japanese","2"
"新聞","しんぶん","n","신문","japanese_to_meaning","2"
"信用","しんよう","n/v","신용","reading","2"
"信用","しんよう","n/v","신용","meaning_to_japanese","2"
"信用","しんよう","n/v","신용","japanese_to_meaning","2"
"親切","しんせつ","na-adj","친절한","reading","2"
"親切","しんせつ","na-adj","친절한","meaning_to_japanese","2"
"親切","しんせつ","na-adj","친절한","japanese_to_meaning","2"
"心配","しんぱい","na-adj/n/v","걱정","reading","2"
"心配","しんぱい","na-adj/n/v","걱정","meaning_to_japanese","2"
"心配","しんぱい","na-adj/n/v","걱정","japanese_to_meaning","2"
"進歩","しんぽ","n/v","진보","reading","2"
"進歩","しんぽ","n/v","진보","meaning_to_japanese","2"
"進歩","しんぽ","n/v","진보","japanese_to_meaning","2"
"人生","じんせい","n","인생","reading","2"
"人生","じんせい","n","인생","meaning_to_japanese","2"
"人生","じんせい","n","인생","japanese_to_meaning","2"
"水曜日","すいようび","n","수요일","reading","2"
"水曜日","すいようび","n","수요일","meaning_to_japanese","2"
"水曜日","すいようび","n","수요일","japanese_to_meaning","2"
"数学","すうがく","n","수학","reading","2"
"数学","すうがく","n","수학","meaning_to_japanese","2"
"数学","すうがく","n","수학","japanese_to_meaning","2"
"スーツ","","n","정장","meaning_to_japanese","2"
"スーツ","","n","정장","japanese_to_meaning","2"
"スーパー","","n","슈퍼마켓","meaning_to_japanese","2"
"スーパー","","n","슈퍼마켓","japanese_to_meaning","2"
"姿","すがた","n","모습","reading","1"
"姿","すがた","n","모습","meaning_to_japanese","1"
"姿","すがた","n","모습","japanese_to_meaning","1"
"過ぎる","すぎる","v","지나다","reading","3"
"過ぎる","すぎる","v","지나다","meaning_to_japanese","3"
"過ぎる","すぎる","v","지나다","japanese_to_meaning","3"
"好き","すき","na-adj","좋아하는","reading","2"
"好き","すき","na-adj","좋아하는","meaning_to_japanese","2"
"好き","すき","na-adj","좋아하는","japanese_to_meaning","2"
"少し","すこし","adv","조금","reading","2"
"少し","すこし","adv","조금","meaning_to_japanese","2"
"少し","すこし","adv","조금","japanese_to_meaning","2"
"進む","すすむ","v","나아가다","reading","2"
"進む","すすむ","v","나아가다","meaning_to_japanese","2"
"進む","すすむ","v","나아가다","japanese_to_meaning","2"
"勧める","すすめる","v","권하다","reading","3"
"勧める","すすめる","v","권하다","meaning_to_japanese","3"
"勧める","すすめる","v","권하다","japanese_to_meaning","3"
"涼しい","すずしい","i-adj","시원하다","reading","2"
"涼しい","すずしい","i-adj","시원하다","meaning_to_japanese","2"
"涼しい","すずしい","i-adj","시원하다","japanese_to_meaning","2"
"捨てる","すてる","v","버리다","reading","3"
"捨てる","すてる","v","버리다","meaning_to_japanese","3"
"捨てる","すてる","v","버리다","japanese_to_meaning","3"
"ストーブ","","n","스토브","meaning_to_japanese","2"
"ストーブ","","n","스토브","japanese_to_meaning","2"
"砂","すな","n","모래","reading","1"
"砂","すな","n","모래","meaning_to_japanese","1"
"砂","すな","n","모래","japanese_to_meaning","1"
"住む","すむ","v","살다","reading","2"
"住む","すむ","v","살다","meaning_to_japanese","2"
"住む","すむ","v","살다","japanese_to_meaning","2"
"済む","すむ","v","끝나다","reading","2"
"済む","すむ","v","끝나다","meaning_to_japanese","2"
"済む","すむ","v","끝나다","japanese_to_meaning","2"
"スポーツ","","n","스포츠","meaning_to_japanese","2"
"スポーツ","","n","스포츠","japanese_to_meaning","2"
"ズボン","","n","바지","meaning_to_japanese","2"
"ズボン","","n","바지","japanese_to_meaning","2"
"住所","じゅうしょ","n","주소","reading","2"
"住所","じゅうしょ","n","주소","meaning_to_japanese","2"
"住所","じゅうしょ","n","주소","japanese_to_meaning","2"
"政治","せいじ","n","정치","reading","2"
"政治","せいじ","n","정치","meaning_to_japanese","2"
"政治","せいじ","n","정치","japanese_to_meaning","2"
"生活","せいかつ","n/v","생활","reading","2"
"生活","せいかつ","n/v","생활","meaning_to_japanese","2"
"生活","せいかつ","n/v","생활","japanese_to_meaning","2"
"成功","せいこう","n/v","성공","reading","2"
"成功","せいこう","n/v","성공","meaning_to_japanese","2"
"成功","せいこう","n/v","성공","japanese_to_meaning","2"
"生産","せいさん","n/v","생산","reading","2"
"生産","せいさん","n/v","생산","meaning_to_japanese","2"
"生産","せいさん","n/v","생산","japanese_to_meaning","2"
"成績","せいせき","n","성적","reading","2"
"成績","せいせき","n","성적","meaning_to_japanese","2"
"成績","せいせき","n","성적","japanese_to_meaning","2"
"生徒","せいと","n","학생","reading","2"
"生徒","せいと","n","학생","meaning_to_japanese","2"
"生徒","せいと","n","학생","japanese_to_meaning","2"
"世界","せかい","n","세계","reading","2"
"世界","せかい","n","세계","meaning_to_japanese","2"
"世界","せかい","n","세계","japanese_to_meaning","2"
"関","せき","n","관문","reading","1"
"関","せき","n","관문","meaning_to_japanese","1"
"関","せき","n","관문","japanese_to_meaning","1"
"席","せき","n","자리","reading","1"
"席","せき","n","자리","meaning_to_japanese","1"
"席","せき","n","자리","japanese_to_meaning","1"
"責任","せきにん","n","책임","reading","2"
"責任","せきにん","n","책임","meaning_to_japanese","2"
"責任","せきにん","n","책임","japanese_to_meaning","2"
"設計","せっけい","n/v","설계","reading","2"
"設計","せっけい","n/v","설계","meaning_to_japanese","2"
"設計","せっけい","n/v","설계","japanese_to_meaning","2"
"絶対","ぜったい","na-adj/adv","절대","reading","2"
"絶対","ぜったい","na-adj/adv","절대","meaning_to_japanese","2"
"絶対","ぜったい","na-adj/adv","절대","japanese_to_meaning","2"
"狭い","せまい","i-adj","좁다","reading","2"
"狭い","せまい","i-adj","좁다","meaning_to_japanese","2"
"狭い","せまい","i-adj","좁다","japanese_to_meaning","2"
"背中","せなか","n","등","reading","2"
"背中","せなか","n","등","meaning_to_japanese","2"
"背中","せなか","n","등","japanese_to_meaning","2"
"世話","せわ","n/v","돌봄","reading","2"
"世話","せわ","n/v","돌봄","meaning_to_japanese","2"
"世話","せわ","n/v","돌봄","japanese_to_meaning","2"
"ゼロ","","n","영, 제로","meaning_to_japanese","2"
"ゼロ","","n","영, 제로","japanese_to_meaning","2"
"先生","せんせい","n","선생님","reading","2"
"先生","せんせい","n","선생님","meaning_to_japanese","2"
"先生","せんせい","n","선생님","japanese_to_meaning","2"
"専門","せんもん","n","전문","reading","2"
"専門","せんもん","n","전문","meaning_to_japanese","2"
"専門","せんもん","n","전문","japanese_to_meaning","2"
"先月","せんげつ","n","지난달","reading","2"
"先月","せんげつ","n","지난달","meaning_to_japanese","2"
"先月","せんげつ","n","지난달","japanese_to_meaning","2"
"洗濯","せんたく","n/v","빨래","reading","2"
"洗濯","せんたく","n/v","빨래","meaning_to_japanese","2"
"洗濯","せんたく","n/v","빨래","japanese_to_meaning","2"
"全部","ぜんぶ","n/adv","전부","reading","2"
"全部","ぜんぶ","n/adv","전부","meaning_to_japanese","2"
"全部","ぜんぶ","n/adv","전부","japanese_to_meaning","2"
"先週","せんしゅう","n","지난주","reading","2"
"先週","せんしゅう","n","지난주","meaning_to_japanese","2"
"先週","せんしゅう","n","지난주","japanese_to_meaning","2"
"戦争","せんそう","n","전쟁","reading","2"
"戦争","せんそう","n","전쟁","meaning_to_japanese","2"
"戦争","せんそう","n","전쟁","japanese_to_meaning","2"
"そう","","adv","그렇게","meaning_to_japanese","2"
"そう","","adv","그렇게","japanese_to_meaning","2"
"相談","そうだん","n/v","상담","reading","2"
"相談","そうだん","n/v","상담","meaning_to_japanese","2"
"相談","そうだん","n/v","상담","japanese_to_meaning","2"
"掃除","そうじ","n/v","청소","reading","2"
"掃除","そうじ","n/v","청소","meaning_to_japanese","2"
"掃除","そうじ","n/v","청소","japanese_to_meaning","2"
"操作","そうさ","n/v","조작","reading","2"
"操作","そうさ","n/v","조작","meaning_to_japanese","2"
"操作","そうさ","n/v","조작","japanese_to_meaning","2"
"想像","そうぞう","n/v","상상","reading","2"
"想像","そうぞう","n/v","상상","meaning_to_japanese","2"
"想像","そうぞう","n/v","상상","japanese_to_meaning","2"
"そこ","","pron","거기","meaning_to_japanese","2"
"そこ","","pron","거기","japanese_to_meaning","2"
"そちら","","pron","그쪽","meaning_to_japanese","2"
"そちら","","pron","그쪽","japanese_to_meaning","2"
"育てる","そだてる","v","기르다","reading","3"
"育てる","そだてる","v","기르다","meaning_to_japanese","3"
